SSID_MAC주소,지하철역명,지하철호선ID
00:30:0D:75:59:20,동대문역사문화공원,1004
00:30:0D:74:46:A0,동대문역사문화공원,1004
00:30:0D:75:CF:60,동대문역사문화공원,1004
00:30:0D:77:66:80,동대문역사문화공원,1004
00:30:0D:78:4B:40,충무로,1004
00:30:0D:74:DD:C0,충무로,1004
00:30:0D:74:5F:C0,충무로,1004
00:30:0D:75:5A:A0,충무로,1004
00:30:0D:74:CB:80,충무로,1004
00:30:0D:74:C8:C0,충무로,1004
00:30:0D:74:C9:A0,충무로,1004
00:30:0D:74:DF:80,충무로,1004
00:30:0D:75:41:C0,충무로,1004
00:30:0D:74:5E:C0,충무로,1004
00:30:0D:77:61:C0,명동,1004
00:30:0D:74:4D:20,명동,1004
00:30:0D:74:4F:80,명동,1004
00:30:0D:74:60:60,명동,1004
00:30:0D:74:C9:40,명동,1004
00:30:0D:74:CC:20,명동,1004
00:16:1F:03:14:26,명동,1004
00:30:0D:61:30:A4,회현,1004
00:30:0D:61:3A:56,회현,1004
00:30:0D:63:7B:38,회현,1004
00:30:0D:61:30:80,회현,1004
00:30:0D:4F:38:CF,회현,1004
00:30:0D:61:3A:28,회현,1004
00:30:0D:74:C7:00,서울,1004
00:30:0D:74:71:80,서울,1004
00:30:0D:75:39:A0,서울,1004
00:30:0D:74:4C:20,서울,1004
00:30:0D:74:CD:40,서울,1004
00:30:0D:74:64:C0,서울,1004
00:30:0D:75:C0:A0,서울,1004
00:30:0D:61:25:2A,숙대입구,1004
00:30:0D:61:24:B2,숙대입구,1004
00:30:0D:61:25:1A,숙대입구,1004
00:30:0D:61:2C:B6,숙대입구,1004
00:30:0D:61:19:80,숙대입구,1004
00:30:0D:78:37:E0,삼각지,1004
00:30:0D:75:43:E0,삼각지,1004
00:30:0D:74:55:C0,삼각지,1004
00:30:0D:75:5A:C0,삼각지,1004
00:30:0D:74:C9:00,삼각지,1004
00:30:0D:60:E8:1E,신용산,1004
00:30:0D:60:FC:A8,신용산,1004
00:30:0D:60:E8:28,신용산,1004
00:30:0D:61:03:26,신용산,1004
00:30:0D:60:F3:3C,신용산,1004
00:30:0D:61:03:2C,신용산,1004
00:30:0D:60:E8:1C,신용산,1004
00:30:0D:60:F3:4A,신용산,1004
00:30:0D:4F:72:C1,이촌,1004
00:30:0D:74:C5:80,이촌,1004
00:30:0D:74:DE:40,이촌,1004
00:30:0D:78:36:A0,이촌,1004
00:30:0D:74:DD:E0,이촌,1004
00:30:0D:74:DE:60,이촌,1004
00:30:0D:60:F2:33,을지로3가,1002
00:30:0D:75:D8:AF,을지로3가,1002
00:30:0D:75:D8:6F,을지로3가,1002
00:30:0D:73:0B:4F,을지로3가,1002
00:30:0D:75:44:8F,을지로3가,1002
00:30:0D:57:D5:86,을지로4가,1002
00:30:0D:75:40:EF,을지로4가,1002
00:30:0D:61:02:5B,을지로4가,1002
00:30:0D:61:01:D7,을지로4가,1002
00:30:0D:60:F2:0D,을지로4가,1002
00:30:0D:61:03:B1,을지로4가,1002
00:30:0D:61:0D:69,을지로4가,1002
00:30:0D:60:F2:31,을지로4가,1002
00:30:0D:61:02:63,을지로4가,1002
00:30:0D:60:F2:23,을지로4가,1002
00:30:0D:60:E8:21,을지로4가,1002
00:30:0D:74:5F:4F,을지로4가,1002
00:30:0D:75:D8:0F,을지로4가,1002
00:30:0D:74:D0:4F,을지로4가,1002
00:30:0D:74:4F:CF,을지로4가,1002
00:30:0D:75:BE:0F,을지로4가,1002
00:30:0D:75:59:4F,을지로4가,1002
00:30:0D:74:56:0F,을지로4가,1002
00:30:0D:72:12:CF,을지로4가,1002
00:30:0D:73:3B:4F,동대문역사문화공원,1002
00:30:0D:74:DF:CF,동대문역사문화공원,1002
00:30:0D:74:65:2F,동대문역사문화공원,1002
00:30:0D:74:DF:EF,동대문역사문화공원,1002
00:30:0D:74:64:AF,동대문역사문화공원,1002
00:30:0D:74:64:6F,동대문역사문화공원,1002
00:30:0D:74:E0:4F,동대문역사문화공원,1002
00:30:0D:74:4C:0F,신당,1002
00:30:0D:75:59:6F,신당,1002
00:30:0D:75:BE:CF,신당,1002
00:30:0D:75:41:AF,신당,1002
00:30:0D:75:BF:AF,신당,1002
00:30:0D:73:3B:2F,신당,1002
00:30:0D:78:50:AF,신당,1002
00:30:0D:74:4A:4F,신당,1002
00:30:0D:61:28:1F,상왕십리,1002
00:30:0D:61:33:E3,상왕십리,1002
00:30:0D:61:28:01,상왕십리,1002
00:30:0D:61:33:E5,상왕십리,1002
00:30:0D:61:28:17,상왕십리,1002
00:30:0D:61:1A:BD,상왕십리,1002
00:30:0D:61:33:DB,상왕십리,1002
00:30:0D:61:2C:AF,상왕십리,1002
00:30:0D:61:33:E1,상왕십리,1002
00:30:0D:75:41:6F,왕십리,1002
00:30:0D:74:C6:CF,왕십리,1002
00:30:0D:74:C4:8F,왕십리,1002
00:30:0D:81:07:0F,왕십리,1002
00:30:0D:74:48:8F,왕십리,1002
00:30:0D:74:50:6F,왕십리,1002
00:30:0D:74:4E:2F,왕십리,1002
00:30:0D:74:4F:0F,왕십리,1002
00:30:0D:74:47:6F,왕십리,1002
00:17:B2:01:A8:F0,옥수,1003
00:30:0D:61:27:04,수내,1075
00:30:0D:54:CB:A1,정자,1075
00:30:0D:57:D6:5D,정자,1075
00:30:0D:54:C5:C7,정자,1075
00:30:0D:54:82:A1,정자,1075
00:30:0D:54:C8:7D,정자,1075
00:30:0D:61:0A:54,정자,1075
00:30:0D:60:F3:C6,정자,1075
00:30:0D:5D:E9:3E,정자,1075
00:30:0D:54:C8:21,정자,1075
00:30:0D:61:04:C6,미금,1075
00:30:0D:5D:F4:50,미금,1075
00:30:0D:61:08:48,미금,1075
00:30:0D:60:EA:EE,미금,1075
00:30:0D:62:25:36,미금,1075
00:30:0D:61:27:0A,미금,1075
00:30:0D:62:1B:E2,미금,1075
00:30:0D:63:53:9A,미금,1075
00:30:0D:52:C7:38,미금,1075
00:30:0D:61:29:DA,오리,1075
00:30:0D:61:28:3C,오리,1075
00:30:0D:61:1C:4E,오리,1075
00:30:0D:61:09:72,오리,1075
00:30:0D:61:1A:34,오리,1075
00:30:0D:61:24:BE,오리,1075
00:30:0D:57:D8:01,보정,1075
00:30:0D:61:25:7A,보정,1075
58:08:fa:00:03:0f,선정릉,1075
12:e3:c7:04:2b:c4,선정릉,1075
00:25:a6:a4:d7:c1,샛강,1009
12:16:1f:03:40:12,샛강,1009
00:40:5a:b8:0b:5a,샛강,1009
00:40:5a:ba:f0:6a,샛강,1009
12:16:1f:03:6b:3a,샛강,1009
00:16:1f:03:6b:3a,샛강,1009
00:40:5a:b8:0b:5b,샛강,1009
00:40:5a:bb:0f:5b,샛강,1009
00:25:a6:a4:d7:c2,샛강,1009
12:16:1f:03:7d:ba,샛강,1009
00:40:5a:bb:2e:b3,샛강,1009
12:16:1f:03:73:7b,샛강,1009
12:16:1f:03:73:7a,샛강,1009
00:16:1f:03:73:7b,샛강,1009
12:16:1f:03:7d:bb,샛강,1009
00:25:a6:a4:f1:ed,샛강,1009
00:40:5a:bb:2f:7a,샛강,1009
00:40:5a:bb:31:8b,샛강,1009
00:16:1f:03:74:3a,샛강,1009
00:40:5a:ba:ef:b3,샛강,1009
00:25:a6:a4:c7:36,샛강,1009
00:40:5a:bb:31:8a,샛강,1009
00:40:5a:ba:ef:b2,샛강,1009
00:40:5a:bb:0f:5a,샛강,1009
00:25:a6:a4:d8:9e,샛강,1009
00:25:a6:a4:f4:73,샛강,1009
00:25:a6:a4:f4:72,샛강,1009
00:40:5a:bb:0f:7a,샛강,1009
00:25:a6:a4:d4:16,샛강,1009
00:25:a6:a4:f1:ee,샛강,1009
00:16:1f:03:73:7a,샛강,1009
00:40:5a:bb:2f:7b,샛강,1009
00:25:a6:a4:c7:37,샛강,1009
00:25:a6:a4:d4:15,샛강,1009
00:40:5a:af:12:5b,노들,1009
00:40:5a:af:2e:bb,노들,1009
12:16:1f:03:87:7e,노들,1009
00:25:a6:a4:f1:c1,노들,1009
00:40:5a:af:7a:aa,노들,1009
00:40:5a:af:46:5a,노들,1009
00:40:5a:af:7a:ab,노들,1009
00:40:5a:af:46:5b,노들,1009
00:40:5a:af:48:eb,노들,1009
00:40:5a:af:47:22,노들,1009
12:16:1f:03:7c:6e,노들,1009
00:16:1f:03:7c:6e,노들,1009
00:25:a6:a4:f8:4b,노들,1009
12:16:1f:03:7c:6f,노들,1009
00:16:1f:03:7c:6f,노들,1009
02:30:0d:58:8b:78,노들,1009
00:40:5a:af:54:2a,노들,1009
00:25:a6:a4:f1:c0,노들,1009
12:16:1f:03:53:3a,흑석,1009
12:16:1f:03:53:3b,흑석,1009
00:09:b4:61:07:3f,흑석,1009
00:40:5a:af:45:fa,흑석,1009
00:09:b4:61:07:37,흑석,1009
12:16:1f:03:4d:ae,흑석,1009
00:09:b4:61:07:1f,흑석,1009
12:16:1f:03:4d:af,흑석,1009
10:e3:c7:05:37:fe,매봉,1003
12:16:1f:03:a3:f2,매봉,1003
22:e3:c7:05:0f:57,매봉,1003
22:e3:c7:05:0f:56,매봉,1003
00:07:89:14:6f:bd,매봉,1003
00:07:89:14:6f:f4,매봉,1003
02:07:89:14:6f:dc,매봉,1003
02:07:89:14:6f:b9,매봉,1003
10:e3:c7:05:0f:57,매봉,1003
10:e3:c7:05:0f:56,매봉,1003
02:07:89:14:6f:f4,매봉,1003
10:e3:c7:05:1c:72,매봉,1003
00:40:5a:a4:cf:f2,매봉,1003
02:07:89:14:6f:d0,일원,1003
00:16:1f:03:39:36,일원,1003
12:16:1f:03:39:37,일원,1003
00:40:5a:bb:af:a2,일원,1003
00:40:5a:bb:4c:e3,일원,1003
00:16:1f:03:54:03,일원,1003
00:40:5a:bb:4d:4b,일원,1003
00:40:5a:bb:4d:4a,일원,1003
00:40:5a:bb:97:03,일원,1003
00:40:5a:bb:af:a3,일원,1003
12:16:1f:03:2f:87,대청,1003
00:07:89:14:6f:45,대청,1003
00:40:5a:bb:8d:72,대청,1003
00:40:5a:bb:9f:9a,대청,1003
00:07:89:14:6e:99,대청,1003
00:30:0d:84:de:80,고속터미널,1009
00:09:b4:61:16:d6,고속터미널,1009
00:09:b4:61:14:32,고속터미널,1009
02:09:b4:61:16:d6,고속터미널,1009
02:09:b4:61:48:83,고속터미널,1009
00:09:b4:61:48:83,고속터미널,1009
02:09:b4:61:07:fa,고속터미널,1009
0a:30:0d:84:3a:b2,고속터미널,1009
00:09:b4:61:48:82,고속터미널,1009
00:09:b4:61:07:fa,고속터미널,1009
00:40:5a:af:2c:f3,고속터미널,1009
00:30:0d:84:3c:00,고속터미널,1009
00:30:0d:84:3b:c0,고속터미널,1009
00:09:b4:61:07:fb,고속터미널,1009
00:09:b4:61:3f:66,고속터미널,1009
00:40:5a:af:23:6a,고속터미널,1009
02:09:b4:61:48:82,고속터미널,1009
00:40:5a:af:36:aa,고속터미널,1009
0a:30:0d:84:3c:12,고속터미널,1009
00:40:5a:af:36:ab,고속터미널,1009
00:30:0d:84:3c:10,고속터미널,1009
00:09:b4:61:08:12,고속터미널,1009
00:40:5a:af:1c:6b,고속터미널,1009
00:40:5a:af:0c:7a,고속터미널,1009
00:40:5a:af:23:6b,고속터미널,1009
00:40:5a:af:0c:7b,고속터미널,1009
02:09:b4:61:3f:66,고속터미널,1009
12:16:1f:03:31:0a,복정,1008
00:40:5a:bb:36:a2,복정,1008
00:40:5a:bb:1d:e2,복정,1008
00:07:89:0f:d9:fd,복정,1008
00:40:5a:bb:27:aa,복정,1008
0a:30:0d:7a:c7:11,복정,1008
06:30:0d:7a:c7:01,복정,1008
00:16:1f:03:31:0b,복정,1008
00:16:1f:03:3c:87,복정,1008
00:40:5a:ba:d2:4b,복정,1008
00:16:1f:03:31:0a,복정,1008
02:07:89:0f:d9:dd,복정,1008
02:07:89:0f:d9:f1,복정,1008
02:07:89:0f:d9:f0,복정,1008
00:40:5a:ba:ce:7b,복정,1008
00:40:5a:bb:2e:0b,복정,1008
00:40:5a:bb:1d:e3,복정,1008
02:07:89:0f:d4:69,복정,1008
00:30:0d:7a:c7:10,복정,1008
00:30:0d:7a:c7:00,복정,1008
0a:30:0d:73:be:b1,가락시장,1003
00:40:5a:bb:86:03,가락시장,1003
00:07:89:0f:d9:c5,가락시장,1003
02:07:89:0f:d9:c5,가락시장,1003
06:30:0d:73:be:a1,가락시장,1003
00:30:0d:73:be:a0,가락시장,1003
0a:30:0d:73:87:b1,가락시장,1003
00:30:0d:73:87:b0,가락시장,1003
00:07:89:0f:d9:71,가락시장,1003
00:40:5a:a4:e0:6b,가락시장,1003
00:07:89:0f:d9:b4,가락시장,1003
02:07:89:0f:d9:15,가락시장,1003
00:30:0d:72:3f:80,가락시장,1003
00:07:89:0f:d9:b9,가락시장,1003
00:16:1f:03:3d:a2,사평,1009
12:16:1f:03:45:83,사평,1009
00:30:0d:85:16:10,동묘앞,1001
00:30:0d:85:16:00,동묘앞,1001
00:30:0d:84:78:90,동묘앞,1001
0a:30:0d:84:78:92,동묘앞,1001
00:09:b4:61:36:3f,동묘앞,1001
00:09:b4:61:42:2f,동묘앞,1001
0a:30:0d:85:18:12,동묘앞,1001
00:40:5a:bf:79:9a,동묘앞,1001
06:30:0d:85:18:02,동묘앞,1001
02:09:b4:61:3d:1f,동묘앞,1001
00:30:0d:84:78:80,동묘앞,1001
00:40:5a:bf:79:9b,동묘앞,1001
00:30:0d:85:18:10,동묘앞,1001
00:30:0d:85:18:00,동묘앞,1001
06:30:0d:84:78:82,동묘앞,1001
00:40:5a:bc:52:53,동묘앞,1001
00:40:5a:bc:52:52,동묘앞,1001
00:09:b4:61:38:82,동묘앞,1001
00:09:b4:61:3d:5f,동묘앞,1001
00:40:5a:af:39:72,남부터미널,1003
06:30:0d:72:52:c1,남부터미널,1003
00:07:89:0f:24:2f,남부터미널,1003
06:30:0d:72:f2:41,남부터미널,1003
00:30:0D:7C:8D:C0,이촌,1004
00:30:0D:74:50:40,이촌,1004
00:30:0D:74:63:60,이촌,1004
00:17:B2:01:A9:D0,동작,1004
00:17:B2:01:AC:B0,동작,1004
00:17:B2:01:AB:E8,동작,1004
00:17:B2:01:AC:70,동작,1004
00:17:B2:01:AD:28,동작,1004
00:17:B2:01:AD:40,동작,1004
00:30:0D:75:43:00,총신대입구(이수),1004
00:30:0D:7E:38:60,총신대입구(이수),1004
00:30:0D:81:0E:E0,총신대입구(이수),1004
00:30:0D:75:5A:40,총신대입구(이수),1004
10:E3:C7:04:2F:0B,총신대입구(이수),1004
00:30:0D:74:60:80,총신대입구(이수),1004
00:30:0D:75:C1:E0,총신대입구(이수),1004
00:30:0D:74:71:A0,총신대입구(이수),1004
00:30:0D:75:5A:60,총신대입구(이수),1004
00:30:0D:75:BD:E0,사당,1004
00:30:0D:75:42:40,사당,1004
00:30:0D:75:42:00,사당,1004
00:30:0D:75:42:E0,사당,1004
00:30:0D:78:EC:C0,사당,1004
00:30:0D:75:C0:40,사당,1004
00:30:0D:75:43:40,사당,1004
00:30:0D:75:43:20,사당,1004
00:30:0D:75:C0:80,사당,1004
00:30:0D:75:41:00,사당,1004
00:30:0D:61:06:6E,남태령,1004
00:30:0D:62:33:52,남태령,1004
00:30:0D:61:06:86,남태령,1004
00:30:0D:60:F7:68,남태령,1004
00:30:0D:60:EB:40,남태령,1004
00:30:0D:61:03:74,남태령,1004
00:30:0D:61:34:9A,남태령,1004
00:30:0D:60:F6:FE,남태령,1004
00:30:0D:63:87:F2,과천,1004
00:30:0D:57:D2:59,과천,1004
00:30:0D:57:D6:13,과천,1004
00:30:0D:57:D2:FB,과천,1004
00:30:0D:57:D2:FF,과천,1004
00:30:0D:61:22:92,과천,1004
00:30:0D:57:D5:77,과천,1004
00:30:0D:81:12:F0,길음,1004
00:30:0D:7A:98:90,성신여대입구,1004
00:30:0D:7A:F6:90,성신여대입구,1004
00:30:0D:7D:07:D0,성신여대입구,1004
00:30:0D:7C:0F:D0,성신여대입구,1004
00:30:0D:7D:08:90,성신여대입구,1004
00:30:0D:7A:C6:30,성신여대입구,1004
00:30:0D:78:4E:30,성신여대입구,1004
00:30:0D:78:0C:10,성신여대입구,1004
00:30:0D:7B:98:D0,성신여대입구,1004
00:30:0D:76:D6:B0,혜화,1004
00:30:0D:74:C7:30,혜화,1004
00:30:0D:74:5F:70,혜화,1004
00:30:0D:74:D9:F0,혜화,1004
00:30:0D:74:54:10,혜화,1004
00:30:0D:75:44:10,혜화,1004
00:30:0D:74:C9:30,동대문,1004
00:30:0D:74:65:10,동대문,1004
00:30:0D:75:C6:70,동대문,1004
00:30:0D:74:DF:50,동대문,1004
00:30:0D:74:56:70,영등포구청,1002
00:30:0D:72:D8:B0,영등포구청,1002
00:30:0D:74:D0:30,영등포구청,1002
00:30:0D:78:37:50,영등포구청,1002
00:30:0D:74:CF:90,영등포구청,1002
00:16:1F:03:1D:EB,당산,1002
00:30:0D:75:D9:30,당산,1002
00:30:0D:74:CE:B0,당산,1002
00:30:0D:74:52:F0,당산,1002
00:30:0D:73:03:30,당산,1002
00:30:0D:74:33:50,당산,1002
00:30:0D:75:4C:70,합정,1002
00:30:0D:75:4E:90,합정,1002
00:30:0D:75:4D:30,합정,1002
00:30:0D:75:4C:D0,합정,1002
00:30:0D:74:C9:70,합정,1002
00:30:0D:75:CD:90,합정,1002
00:30:0D:60:FF:3E,보정,1075
00:30:0D:61:27:22,보정,1075
00:30:0D:60:FF:50,보정,1075
00:30:0D:62:33:3C,보정,1075
00:30:0D:62:2D:92,보정,1075
00:30:0D:61:0D:58,보정,1075
00:30:0D:61:03:6E,보정,1075
00:30:0D:63:57:94,보정,1075
00:30:0D:60:EB:26,구성,1075
00:30:0D:61:0D:46,구성,1075
00:30:0D:5D:D1:A4,구성,1075
00:30:0D:54:C8:C9,구성,1075
00:30:0D:61:06:7C,구성,1075
00:30:0D:57:CE:ED,구성,1075
00:30:0D:61:29:BC,구성,1075
00:30:0D:61:1C:C4,구성,1075
00:30:0D:61:2C:CA,구성,1075
00:30:0D:61:37:3E,신갈,1075
00:30:0D:5D:CD:46,신갈,1075
00:30:0D:61:2C:86,신갈,1075
00:30:0D:61:28:1C,신갈,1075
00:30:0D:61:2B:32,신갈,1075
00:30:0D:61:37:34,신갈,1075
00:30:0D:61:2B:2E,신갈,1075
00:30:0D:61:37:90,신갈,1075
00:30:0D:5D:DC:DE,신갈,1075
00:30:0D:5D:EA:72,신갈,1075
00:30:0D:5D:DD:68,신갈,1075
00:30:0D:5D:CB:34,신갈,1075
00:30:0D:54:8A:67,기흥,1075
00:30:0D:61:06:7E,기흥,1075
00:30:0D:57:D2:99,기흥,1075
00:30:0D:61:34:B8,기흥,1075
00:30:0D:54:8A:75,기흥,1075
00:30:0D:54:8A:63,기흥,1075
00:30:0D:57:D5:33,기흥,1075
00:30:0D:54:5D:93,기흥,1075
00:30:0D:57:D4:DD,기흥,1075
00:30:0D:57:D3:B5,기흥,1075
00:30:0D:74:C7:D0,선릉,1075
00:30:0D:75:BF:30,선릉,1075
00:30:0D:74:D9:70,선릉,1075
00:30:0D:75:BF:70,선릉,1075
00:30:0D:81:03:B0,선릉,1075
00:30:0D:80:F3:B0,선릉,1075
00:30:0D:81:03:70,선릉,1075
00:30:0D:80:F3:70,선릉,1075
00:30:0D:73:3B:90,선릉,1075
10:E3:C7:04:0E:B0,선릉,1075
00:30:0D:71:D5:B0,선릉,1075
00:30:0D:7A:C6:B0,도곡,1075
00:16:1F:03:20:5B,모란,1075
00:16:1F:03:20:9F,모란,1075
00:30:0D:7F:3A:8F,서울(공항철도),1065
00:30:0D:7F:34:6F,서울(공항철도),1065
00:30:0D:7F:3A:4F,서울(공항철도),1065
00:30:0D:61:1D:D3,마장,1005
00:30:0D:5D:D1:93,마포구청,1006
00:30:0D:72:E4:AF,합정,1006
00:30:0D:74:51:6F,합정,1006
00:27:1C:13:1D:91,합정,1006
00:30:0D:75:43:8F,합정,1006
10:E3:C7:04:2C:35,합정,1006
00:30:0D:75:D3:4F,합정,1006
00:30:0D:61:1C:AF,상수,1006
00:30:0D:61:25:3D,상수,1006
00:30:0D:61:1C:DD,상수,1006
00:30:0D:61:25:3B,상수,1006
00:30:0D:61:1D:29,광흥창,1006
00:30:0D:61:25:81,광흥창,1006
00:30:0D:61:29:D7,광흥창,1006
00:30:0D:61:29:C1,광흥창,1006
00:30:0D:61:29:C5,광흥창,1006
00:30:0D:61:25:83,광흥창,1006
00:30:0D:57:D2:56,대흥,1006
00:30:0D:57:D1:7E,대흥,1006
00:30:0D:57:CE:DA,대흥,1006
00:30:0D:57:D0:D8,대흥,1006
00:30:0D:7F:36:8F,대흥,1006
00:07:89:14:6e:85,대청,1003
12:16:1f:03:78:22,대청,1003
12:16:1f:03:78:23,대청,1003
12:16:1f:03:51:33,대청,1003
12:16:1f:03:4d:5b,대청,1003
12:16:1f:03:51:32,대청,1003
00:40:5a:bb:95:b2,대청,1003
00:40:5a:c0:2e:82,수내,1075
12:16:1f:03:55:6f,수내,1075
12:16:1f:03:33:fe,수내,1075
00:16:1f:03:4c:d6,수내,1075
02:07:89:14:61:bd,수내,1075
00:40:5a:c0:52:43,수내,1075
00:16:1f:03:69:02,수내,1075
00:16:1f:03:69:03,수내,1075
00:40:5a:c0:4e:6b,수내,1075
02:07:89:14:61:a9,수내,1075
00:40:5a:c0:31:2b,수내,1075
02:07:89:14:61:cd,수내,1075
00:16:1f:03:55:6e,수내,1075
00:40:5a:c0:2e:83,수내,1075
00:16:1f:03:55:6f,수내,1075
00:40:5a:c0:32:32,수내,1075
00:40:5a:c0:31:2a,수내,1075
00:07:89:14:61:e1,수내,1075
12:16:1f:03:33:ff,수내,1075
02:07:89:14:61:e1,수내,1075
00:16:1f:03:33:ff,수내,1075
00:40:5a:c0:31:32,수내,1075
00:16:1f:03:33:fe,수내,1075
00:40:5a:c0:31:33,수내,1075
00:40:5a:c0:32:33,수내,1075
00:16:1f:03:4c:d7,수내,1075
02:07:89:14:61:bc,수내,1075
02:07:89:14:61:a8,수내,1075
02:07:89:14:61:cc,수내,1075
00:07:89:14:61:cc,수내,1075
00:16:1f:03:69:8e,수내,1075
00:07:89:14:61:bc,수내,1075
00:16:1f:03:6c:56,수내,1075
00:07:89:14:61:e0,수내,1075
02:07:89:14:61:e0,수내,1075
12:16:1f:03:69:8f,수내,1075
00:09:b4:61:44:2b,정자,1075
00:40:5a:e4:8d:b2,수락산,1007
12:16:1f:03:72:92,수락산,1007
00:40:5a:e4:69:3a,수락산,1007
00:25:a6:a4:59:e6,수락산,1007
00:40:5a:e4:8d:b3,수락산,1007
00:16:1f:03:72:92,수락산,1007
00:16:1f:03:74:67,수락산,1007
00:40:5a:e4:69:3b,수락산,1007
00:40:5a:e4:7f:bb,수락산,1007
00:40:5a:e4:7f:ba,수락산,1007
12:16:1f:03:74:67,수락산,1007
00:25:a6:a4:5a:f8,수락산,1007
00:16:1f:03:72:93,수락산,1007
00:25:a6:a4:5a:f9,수락산,1007
00:25:a6:a4:5a:53,수락산,1007
12:16:1f:03:74:66,수락산,1007
00:25:a6:a4:63:32,수락산,1007
00:25:a6:a4:5a:54,수락산,1007
00:16:1f:03:74:66,수락산,1007
00:25:a6:a4:60:61,수락산,1007
00:25:a6:a4:60:62,수락산,1007
00:40:5a:bb:3d:12,가락시장,1008
06:30:0d:84:f8:62,가락시장,1008
00:07:89:0f:d9:f5,가락시장,1008
06:30:0d:84:f4:82,가락시장,1008
0a:30:0d:84:f4:92,가락시장,1008
00:30:0d:84:f8:60,가락시장,1008
00:40:5a:bb:3d:13,가락시장,1008
02:07:89:0f:d9:f5,가락시장,1008
00:40:5a:bb:31:9a,가락시장,1008
00:07:89:0f:d9:e9,가락시장,1008
00:40:5a:ba:cd:2a,가락시장,1008
00:30:0d:84:f4:90,가락시장,1008
00:07:89:0f:d9:e8,가락시장,1008
02:07:89:0f:d9:e9,가락시장,1008
00:16:1f:03:30:de,정자,1075
12:16:1f:03:87:27,정자,1075
00:40:5a:af:15:92,교대,1003
02:07:89:0f:d9:bc,교대,1003
00:07:89:0f:d9:bc,교대,1003
00:40:5a:af:34:22,교대,1003
02:07:89:0f:d5:f8,교대,1003
00:40:5a:af:34:23,교대,1003
00:30:0d:84:f9:00,교대,1003
00:30:0d:72:13:e0,남부터미널,1003
00:40:5a:af:39:73,남부터미널,1003
00:30:0d:72:52:c0,남부터미널,1003
00:30:0d:72:f2:40,남부터미널,1003
02:07:89:0f:24:2f,남부터미널,1003
00:07:89:0f:24:2e,남부터미널,1003
02:07:89:0f:24:12,남부터미널,1003
02:07:89:0f:24:32,남부터미널,1003
00:40:5a:af:39:1b,남부터미널,1003
00:40:5a:af:39:1a,남부터미널,1003
00:40:5a:b8:13:8a,암사,1008
12:16:1f:03:65:ef,암사,1008
00:07:89:14:6c:c1,암사,1008
12:16:1f:03:65:ee,암사,1008
00:07:89:14:6c:c0,암사,1008
00:40:5a:b8:14:b2,암사,1008
12:16:1f:03:6f:6f,암사,1008
02:07:89:14:6c:c1,암사,1008
02:07:89:14:6c:99,암사,1008
00:40:5a:b8:14:b3,암사,1008
02:07:89:14:6c:ad,암사,1008
00:16:1f:03:6f:6f,암사,1008
02:07:89:14:6c:ac,암사,1008
00:40:5a:b8:13:8b,암사,1008
12:16:1f:03:6f:6e,암사,1008
00:16:1f:03:6f:6e,암사,1008
00:07:89:14:6c:98,암사,1008
00:40:5a:b8:0c:12,암사,1008
00:40:5a:b8:13:6a,암사,1008
00:07:89:14:6c:d4,암사,1008
00:07:89:14:6c:d5,암사,1008
00:40:5a:c8:3c:52,정자,1075
00:40:5a:c8:1e:4a,정자,1075
00:40:5a:c8:1e:92,정자,1075
00:09:b4:61:3f:bb,정자,1075
00:40:5a:c8:3c:9a,정자,1075
02:09:b4:61:44:2b,정자,1075
00:40:5a:c8:3c:53,정자,1075
00:40:5a:c8:1e:93,정자,1075
00:40:5a:c8:41:ab,정자,1075
00:09:b4:61:3c:6b,정자,1075
00:40:5a:c8:41:aa,정자,1075
06:30:0d:54:c8:7d,정자,1075
00:40:5a:c8:1e:4b,정자,1075
00:17:b2:6e:01:4d,정자,1075
00:17:b2:6e:01:4f,정자,1075
00:09:b4:61:3f:ba,정자,1075
00:40:5a:c8:1f:22,정자,1075
06:30:0d:57:d6:5d,정자,1075
06:30:0d:61:0a:54,정자,1075
00:40:5a:c8:3c:9b,정자,1075
00:30:0d:57:d6:5d,정자,1075
02:09:b4:61:3f:ba,정자,1075
00:40:5a:ba:ea:a3,문정,1008
00:16:1f:03:7c:1f,문정,1008
02:07:89:14:6d:64,문정,1008
12:16:1f:03:7c:1f,문정,1008
02:07:89:14:6d:05,장지,1008
00:40:5a:bb:3e:22,장지,1008
00:07:89:14:6d:05,장지,1008
12:16:1f:03:7d:13,장지,1008
12:16:1f:03:7d:12,장지,1008
00:40:5a:b8:08:0a,장지,1008
00:40:5a:bb:3e:23,장지,1008
00:16:1f:03:7d:13,장지,1008
02:07:89:14:6c:dd,장지,1008
00:07:89:14:6c:dd,장지,1008
00:40:5a:af:23:72,학여울,1003
22:e3:c7:05:67:7a,학여울,1003
10:e3:c7:05:67:7a,학여울,1003
00:40:5a:af:23:73,학여울,1003
10:e3:c7:05:67:6f,학여울,1003
10:e3:c7:05:67:6e,학여울,1003
22:e3:c7:05:67:6e,학여울,1003
22:e3:c7:05:67:6f,학여울,1003
00:40:5a:af:1a:7a,학여울,1003
00:07:89:14:6e:3c,학여울,1003
02:07:89:14:6e:50,학여울,1003
00:07:89:14:6e:59,학여울,1003
22:e3:c7:05:67:6b,학여울,1003
00:40:5a:af:39:43,학여울,1003
02:07:89:14:6e:59,학여울,1003
10:e3:c7:05:67:6b,학여울,1003
