﻿SSID_MAC주소,SSID등록통신사,지하철역ID,지하철역명,지하철호선ID,WIFI신호세기
﻿0a:30:0d:74:cb:d1,﻿T wifi zone_secure,﻿1002000216,﻿잠실,﻿1002,﻿-80
﻿0a:30:0d:71:de:91,﻿5G_T wifi zone_secure,﻿1002000216,﻿잠실,﻿1002,﻿-81
﻿00:07:89:0e:bb:d7,﻿ollehWiFi,﻿1002000216,﻿잠실,﻿1002,﻿-88
﻿02:17:b2:02:5b:2e,﻿T wifi zone_secure,﻿1002000216,﻿잠실,﻿1002,﻿-88
﻿02:09:b4:61:18:de,﻿ollehWiFi,﻿1002000216,﻿잠실,﻿1002,﻿-60
﻿00:30:0d:74:cb:d0,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿-79
﻿04:17:b2:04:4d:fc,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿-79
﻿00:30:0d:71:de:90,﻿5G_T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿-80
﻿04:17:b2:04:5b:2c,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿-80
﻿02:09:b4:61:1b:7a,﻿ollehWiFi,﻿1002000216,﻿잠실,﻿1002,﻿-83
﻿02:07:89:0e:bb:d7,﻿ollehWiFi,﻿1002000216,﻿잠실,﻿1002,﻿-89
﻿02:17:b2:02:5b:2c,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿-86
﻿06:30:0d:84:fc:02,﻿T wifi zone_secure,﻿1006000614,﻿연신내,﻿1006,﻿-77
﻿00:09:b4:61:42:3f,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-65
﻿00:40:5a:91:e8:9a,﻿U+zone,﻿1002000206,﻿신당,﻿1002,﻿-79
﻿00:40:5a:91:f2:42,﻿U+zone,﻿1002000206,﻿신당,﻿1002,﻿-93
﻿00:40:5a:91:f2:43,﻿FREE_U+zone,﻿1002000206,﻿신당,﻿1002,﻿-95
﻿00:09:b4:61:42:3e,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-55
﻿00:09:b4:61:42:43,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-61
﻿00:09:b4:61:42:42,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-77
﻿00:09:b4:61:47:9f,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-83
﻿0a:30:0d:75:be:d1,﻿T wifi zone_secure,﻿1002000206,﻿신당,﻿1002,﻿-86
﻿06:30:0d:75:be:c1,﻿T wifi zone_secure,﻿1002000206,﻿신당,﻿1002,﻿-92
﻿02:09:b4:61:42:42,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-72
﻿00:30:0d:75:be:d0,﻿T wifi zone,﻿1002000206,﻿신당,﻿1002,﻿-88
﻿00:40:5a:91:e2:cb,﻿FREE_U+zone,﻿1002000206,﻿신당,﻿1002,﻿-87
﻿00:30:0d:75:be:c0,﻿T wifi zone,﻿1002000206,﻿신당,﻿1002,﻿-90
﻿00:40:5a:91:e2:ca,﻿U+zone,﻿1002000206,﻿신당,﻿1002,﻿-80
﻿00:09:b4:61:3c:eb,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-92
﻿02:09:b4:61:47:9f,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-79
﻿00:09:b4:61:47:9e,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-78
﻿00:40:5a:91:e8:e2,﻿U+zone,﻿1002000206,﻿신당,﻿1002,﻿-85
﻿06:30:0d:74:4c:01,﻿T wifi zone_secure,﻿1002000206,﻿신당,﻿1002,﻿-91
﻿02:09:b4:61:47:9e,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-77
﻿02:09:b4:61:3c:eb,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-85
﻿00:40:5a:91:e8:e3,﻿FREE_U+zone,﻿1002000206,﻿신당,﻿1002,﻿-86
﻿00:30:0d:74:4c:00,﻿T wifi zone,﻿1002000206,﻿신당,﻿1002,﻿-89
﻿00:09:b4:61:3c:ea,﻿ollehWiFi,﻿1002000206,﻿신당,﻿1002,﻿-84
﻿00:17:b2:01:a9:a2,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-60
﻿00:17:b2:01:aa:82,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-78
﻿00:17:b2:01:aa:a2,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-80
﻿00:17:b2:01:ab:b2,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-84
﻿0a:19:70:76:5d:57,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-85
﻿00:40:5a:83:9c:62,﻿U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-85
﻿f8:0c:f3:bb:1d:d2,﻿U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-89
﻿00:40:5a:8c:59:8a,﻿U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-92
﻿00:17:b2:01:a9:a0,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-59
﻿00:17:b2:01:aa:80,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-79
﻿00:19:70:76:5d:57,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-82
﻿00:17:b2:01:aa:a0,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-82
﻿00:17:b2:01:ab:b0,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-83
﻿06:17:b2:04:4f:3a,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-88
﻿00:17:b2:01:ab:4a,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-85
﻿f8:0c:f3:ba:1e:a2,﻿U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-91
﻿04:17:b2:04:4f:38,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-89
﻿00:19:70:76:5d:c0,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-96
﻿0a:19:70:76:5d:c0,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-99
﻿06:40:5a:e0:9b:48,﻿U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-89
﻿00:17:b2:01:ab:e2,﻿T wifi zone_secure,﻿1002000231,﻿신대방,﻿1002,﻿-87
﻿00:17:b2:01:ab:48,﻿T wifi zone,﻿1002000231,﻿신대방,﻿1002,﻿-75
﻿06:40:5a:e0:9b:47,﻿U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-84
﻿0a:40:5a:e0:9b:47,﻿FREE_U+zone,﻿1002000231,﻿신대방,﻿1002,﻿-88
﻿00:30:0d:83:a4:00,﻿T wifi zone,﻿1003000331,﻿충무로,﻿1003,﻿-41
﻿00:07:89:0f:24:63,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-68
﻿0a:30:0d:83:9e:d2,﻿5G_T wifi zone_secure,﻿1003000331,﻿충무로,﻿1003,﻿-84
﻿00:07:89:0f:24:62,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-71
﻿00:40:5a:91:ee:aa,﻿U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-77
﻿02:07:89:0f:24:6e,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-36
﻿00:30:0d:83:9e:d0,﻿T wifi zone,﻿1003000331,﻿충무로,﻿1003,﻿-84
﻿00:07:89:0f:24:6e,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-36
﻿00:40:5a:91:eb:1a,﻿U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-56
﻿00:40:5a:91:f2:5a,﻿U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-71
﻿0a:30:0d:83:6d:f2,﻿5G_T wifi zone_secure,﻿1003000331,﻿충무로,﻿1003,﻿-87
﻿06:30:0d:83:6d:e2,﻿T wifi zone_secure,﻿1003000331,﻿충무로,﻿1003,﻿-86
﻿00:40:5a:91:ee:ab,﻿FREE_U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-77
﻿06:30:0d:75:5a:a1,﻿T wifi zone_secure,﻿1003000331,﻿충무로,﻿1003,﻿-68
﻿0a:30:0d:74:c8:d1,﻿T wifi zone_secure,﻿1003000331,﻿충무로,﻿1003,﻿-87
﻿0a:30:0d:75:5a:b1,﻿T wifi zone_secure,﻿1003000331,﻿충무로,﻿1003,﻿-89
﻿00:40:5a:91:eb:1b,﻿FREE_U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-56
﻿02:07:89:0f:24:63,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-71
﻿00:40:5a:91:f2:5b,﻿FREE_U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-68
﻿00:30:0d:75:5a:a0,﻿T wifi zone_1,﻿1003000331,﻿충무로,﻿1003,﻿-77
﻿02:09:b4:61:44:bb,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-83
﻿00:30:0d:74:c8:d0,﻿T wifi zone,﻿1003000331,﻿충무로,﻿1003,﻿-87
﻿00:30:0d:75:5a:b0,﻿T wifi zone,﻿1003000331,﻿충무로,﻿1003,﻿-89
﻿00:40:5a:91:fe:1a,﻿U+zone,﻿1003000331,﻿충무로,﻿1003,﻿-71
﻿00:07:89:0f:24:67,﻿ollehWiFi,﻿1003000331,﻿충무로,﻿1003,﻿-62
﻿02:09:b4:61:41:6e,﻿ollehWiFi,﻿1005000518,﻿까치산,﻿1005,﻿-79
﻿0a:30:0d:7f:33:91,﻿T wifi zone_secure,﻿1005000518,﻿까치산,﻿1005,﻿-87
﻿00:30:0D:61:2E:8E,﻿T wifi zone,﻿1005000519,﻿신정,﻿1005,﻿
﻿00:30:0D:61:25:86,﻿T wifi zone,﻿1005000519,﻿신정,﻿1005,﻿
﻿00:30:0D:61:1D:32,﻿T wifi zone,﻿1005000519,﻿신정,﻿1005,﻿
﻿00:30:0D:61:20:90,﻿T wifi zone,﻿1005000519,﻿신정,﻿1005,﻿
﻿00:30:0D:61:20:92,﻿T wifi zone,﻿1005000519,﻿신정,﻿1005,﻿
﻿00:30:0D:61:03:9C,﻿T wifi zone,﻿1005000520,﻿목동,﻿1005,﻿
﻿00:30:0D:61:0C:F8,﻿T wifi zone,﻿1005000520,﻿목동,﻿1005,﻿
﻿00:30:0D:60:F3:98,﻿T wifi zone,﻿1005000520,﻿목동,﻿1005,﻿
﻿00:30:0D:61:03:8E,﻿T wifi zone,﻿1005000520,﻿목동,﻿1005,﻿
﻿00:30:0D:61:03:A0,﻿T wifi zone,﻿1005000520,﻿목동,﻿1005,﻿
﻿00:30:0D:61:1D:A8,﻿T wifi zone,﻿1005000521,﻿오목교,﻿1005,﻿
﻿00:30:0D:61:25:C0,﻿T wifi zone,﻿1005000521,﻿오목교,﻿1005,﻿
﻿00:30:0D:61:1D:6A,﻿T wifi zone,﻿1005000521,﻿오목교,﻿1005,﻿
﻿00:30:0D:61:1D:A6,﻿T wifi zone,﻿1005000521,﻿오목교,﻿1005,﻿
﻿00:30:0D:61:36:FE,﻿T wifi zone,﻿1005000521,﻿오목교,﻿1005,﻿
﻿00:30:0D:60:F5:26,﻿T wifi zone,﻿1005000522,﻿양평,﻿1005,﻿
﻿00:30:0D:60:F5:06,﻿T wifi zone,﻿1005000522,﻿양평,﻿1005,﻿
﻿00:30:0D:60:EB:38,﻿T wifi zone,﻿1005000522,﻿양평,﻿1005,﻿
﻿00:30:0D:61:0D:1A,﻿T wifi zone,﻿1005000522,﻿양평,﻿1005,﻿
﻿00:30:0D:60:EB:3C,﻿T wifi zone,﻿1005000522,﻿양평,﻿1005,﻿
﻿00:30:0D:60:F5:0E,﻿T wifi zone,﻿1005000522,﻿양평,﻿1005,﻿
﻿00:30:0D:75:4E:20,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:73:2E:80,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:73:02:00,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:71:C7:E0,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:75:50:A0,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:72:24:60,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:76:DB:A0,﻿T wifi zone,﻿1005000523,﻿영등포구청,﻿1005,﻿
﻿00:30:0D:61:25:58,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:29:28,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:25:50,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:1D:06,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:36:D2,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:1D:00,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:1D:02,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:30:0D:61:29:B0,﻿T wifi zone,﻿1005000524,﻿영등포시장,﻿1005,﻿
﻿00:16:1F:03:1F:BA,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:0D:FA,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:1E:C6,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:12:46,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:1F:16,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:20:6E,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:08:92,﻿T wifi zone,﻿1005000525,﻿신길,﻿1005,﻿
﻿00:16:1F:03:15:12,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:18:BA,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:14:92,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:1E:D6,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:1E:EA,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:18:F2,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:1D:E6,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:1F:C2,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:16:1F:03:05:7A,﻿T wifi zone,﻿1005000526,﻿여의도,﻿1005,﻿
﻿00:30:0D:60:EB:A2,﻿T wifi zone,﻿1005000527,﻿여의나루,﻿1005,﻿
﻿00:40:5a:b8:6b:7a,﻿U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-86
﻿00:07:89:14:6b:d9,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-84
﻿00:40:5a:b8:4c:da,﻿U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-89
﻿00:40:5a:b8:55:02,﻿U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-77
﻿00:07:89:14:6b:b5,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-50
﻿00:40:5a:b8:4f:62,﻿U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-71
﻿12:16:1f:03:7a:fe,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-44
﻿00:40:5a:b8:61:02,﻿U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-53
﻿00:07:89:14:6b:b4,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-67
﻿02:07:89:14:6b:c5,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-75
﻿00:40:5a:b8:6b:7b,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-83
﻿02:07:89:14:6b:c4,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-85
﻿02:07:89:14:6b:d9,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-85
﻿02:07:89:14:6b:b5,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-50
﻿00:40:5a:b8:55:03,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-74
﻿02:07:89:14:6b:d8,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-91
﻿00:40:5a:b8:4f:63,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-71
﻿00:40:5a:b8:61:03,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-56
﻿00:07:89:14:6b:9d,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-72
﻿02:07:89:14:6b:b4,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-62
﻿02:07:89:14:6b:9d,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-72
﻿00:16:1f:03:3f:e3,﻿T wifi zone,﻿1003000311,﻿주엽,﻿1003,﻿-75
﻿12:16:1f:03:7a:ff,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-39
﻿12:16:1f:03:3f:e3,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-76
﻿00:07:89:14:6b:dd,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-79
﻿12:16:1f:03:3f:e2,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-80
﻿00:16:1f:03:7a:ff,﻿T wifi zone,﻿1003000311,﻿주엽,﻿1003,﻿-38
﻿02:07:89:14:6b:dd,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-79
﻿00:16:1f:03:3f:e2,﻿T wifi zone_1,﻿1003000311,﻿주엽,﻿1003,﻿-80
﻿12:16:1f:03:6f:9f,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-90
﻿00:07:89:14:6b:d8,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-90
﻿12:16:1f:03:3c:06,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-80
﻿00:16:1f:03:7a:fe,﻿T wifi zone_1,﻿1003000311,﻿주엽,﻿1003,﻿-50
﻿00:16:1f:03:3c:06,﻿T wifi zone_1,﻿1003000311,﻿주엽,﻿1003,﻿-80
﻿12:16:1f:03:6f:9e,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-89
﻿00:07:89:14:6b:c4,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-90
﻿00:07:89:14:6b:a1,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-88
﻿00:07:89:14:6b:dc,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-85
﻿00:40:5a:b8:6c:12,﻿U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-89
﻿02:07:89:14:6b:a1,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-89
﻿00:40:5a:b8:6c:13,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-89
﻿02:07:89:14:6b:9c,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-90
﻿12:16:1f:03:3e:ef,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-68
﻿12:16:1f:03:3e:ee,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-71
﻿12:16:1f:03:7b:82,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-83
﻿00:16:1f:03:3e:ef,﻿T wifi zone,﻿1003000311,﻿주엽,﻿1003,﻿-72
﻿00:16:1f:03:6f:9e,﻿T wifi zone_1,﻿1003000311,﻿주엽,﻿1003,﻿-62
﻿00:16:1f:03:3e:ee,﻿T wifi zone_1,﻿1003000311,﻿주엽,﻿1003,﻿-68
﻿00:40:5a:b8:4c:db,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-74
﻿00:16:1f:03:7b:82,﻿T wifi zone_1,﻿1003000311,﻿주엽,﻿1003,﻿-80
﻿00:16:1f:03:6f:9f,﻿T wifi zone,﻿1003000311,﻿주엽,﻿1003,﻿-61
﻿00:40:5a:b8:6e:d3,﻿FREE_U+zone,﻿1003000311,﻿주엽,﻿1003,﻿-89
﻿12:16:1f:03:3c:07,﻿T wifi zone_secure,﻿1003000311,﻿주엽,﻿1003,﻿-85
﻿02:07:89:14:6b:dc,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-83
﻿02:07:89:14:6b:a0,﻿ollehWiFi,﻿1003000311,﻿주엽,﻿1003,﻿-87
﻿00:07:89:14:6b:e1,﻿ollehWiFi,﻿1003000312,﻿정발산,﻿1003,﻿-83
﻿00:40:5a:b8:0e:5a,﻿U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-83
﻿12:16:1f:03:27:8b,﻿T wifi zone_secure,﻿1003000312,﻿정발산,﻿1003,﻿-89
﻿12:16:1f:03:27:8a,﻿T wifi zone_secure,﻿1003000312,﻿정발산,﻿1003,﻿-89
﻿02:07:89:14:6b:e1,﻿ollehWiFi,﻿1003000312,﻿정발산,﻿1003,﻿-82
﻿00:40:5a:b8:0e:5b,﻿FREE_U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-83
﻿02:07:89:14:6b:b9,﻿ollehWiFi,﻿1003000312,﻿정발산,﻿1003,﻿-89
﻿00:40:5a:b8:1e:32,﻿U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-89
﻿00:40:5a:b8:64:52,﻿U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-62
﻿00:40:5a:b8:1e:33,﻿FREE_U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-89
﻿00:40:5a:b8:64:53,﻿FREE_U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-68
﻿00:40:5a:b8:4c:22,﻿U+zone,﻿1003000312,﻿정발산,﻿1003,﻿-86
﻿00:07:89:14:6b:a4,﻿ollehWiFi,﻿1003000312,﻿정발산,﻿1003,﻿-84
﻿00:16:1f:03:78:f6,﻿T wifi zone_1,﻿1003000312,﻿정발산,﻿1003,﻿-83
﻿12:16:1f:03:78:f6,﻿T wifi zone_secure,﻿1003000312,﻿정발산,﻿1003,﻿-89
﻿12:16:1f:03:60:f6,﻿T wifi zone_secure,﻿1006000642,﻿상월곡,﻿1006,﻿-72
﻿00:17:B2:01:A8:B8,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿
﻿00:17:B2:01:AC:10,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿
﻿00:17:B2:01:AB:58,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿
﻿00:17:B2:01:AB:88,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿
﻿00:17:B2:01:A8:D8,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿
﻿00:17:B2:01:AC:08,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿
﻿00:30:0D:7B:76:40,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:75:41:80,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:74:CB:C0,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:57:D1:3F,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:54:C9:4F,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:54:5D:91,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿10:E3:C7:04:2D:BF,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:75:C0:00,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:75:44:A0,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿10:E3:C7:04:2D:AF,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿10:E3:C7:04:2D:BB,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:71:DE:80,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:71:BD:C0,﻿T wifi zone,﻿1002000216,﻿잠실,﻿1002,﻿
﻿00:30:0D:5D:D8:0A,﻿T wifi zone,﻿1006000620,﻿마포구청,﻿1006,﻿
﻿00:30:0D:5D:D8:08,﻿T wifi zone,﻿1006000620,﻿마포구청,﻿1006,﻿
﻿00:30:0D:5D:D1:92,﻿T wifi zone,﻿1006000620,﻿마포구청,﻿1006,﻿
﻿00:30:0D:72:E4:A0,﻿T wifi zone,﻿1006000622,﻿합정,﻿1006,﻿
﻿00:30:0D:74:51:60,﻿T wifi zone,﻿1006000622,﻿합정,﻿1006,﻿
﻿00:27:1C:13:1D:93,﻿T wifi zone,﻿1006000622,﻿합정,﻿1006,﻿
﻿00:30:0D:75:43:80,﻿T wifi zone,﻿1006000622,﻿합정,﻿1006,﻿
﻿10:E3:C7:04:2C:37,﻿T wifi zone,﻿1006000622,﻿합정,﻿1006,﻿
﻿00:30:0D:75:D3:40,﻿T wifi zone,﻿1006000622,﻿합정,﻿1006,﻿
﻿00:30:0D:61:1C:AE,﻿T wifi zone,﻿1006000623,﻿상수,﻿1006,﻿
﻿00:30:0D:61:25:3C,﻿T wifi zone,﻿1006000623,﻿상수,﻿1006,﻿
﻿00:30:0D:61:1C:DC,﻿T wifi zone,﻿1006000623,﻿상수,﻿1006,﻿
﻿00:30:0D:61:25:3A,﻿T wifi zone,﻿1006000623,﻿상수,﻿1006,﻿
﻿00:30:0D:61:1D:28,﻿T wifi zone,﻿1006000624,﻿광흥창,﻿1006,﻿
﻿00:30:0D:61:25:80,﻿T wifi zone,﻿1006000624,﻿광흥창,﻿1006,﻿
﻿00:30:0D:61:29:D6,﻿T wifi zone,﻿1006000624,﻿광흥창,﻿1006,﻿
﻿00:30:0D:61:29:C0,﻿T wifi zone,﻿1006000624,﻿광흥창,﻿1006,﻿
﻿00:30:0D:61:29:C4,﻿T wifi zone,﻿1006000624,﻿광흥창,﻿1006,﻿
﻿00:30:0D:61:25:82,﻿T wifi zone,﻿1006000624,﻿광흥창,﻿1006,﻿
﻿00:30:0D:57:D2:55,﻿T wifi zone,﻿1006000625,﻿대흥,﻿1006,﻿
﻿00:30:0D:57:D1:7D,﻿T wifi zone,﻿1006000625,﻿대흥,﻿1006,﻿
﻿00:30:0D:57:CE:D9,﻿T wifi zone,﻿1006000625,﻿대흥,﻿1006,﻿
﻿00:30:0D:57:D0:D7,﻿T wifi zone,﻿1006000625,﻿대흥,﻿1006,﻿
﻿00:30:0D:7F:36:80,﻿T wifi zone,﻿1006000625,﻿대흥,﻿1006,﻿
